TotalMinutesAsleep,Calories,TotalSteps,VeryActiveMinutes,SedentaryMinutes,BMI,AvgHeartRate
348.0,1321,3070,63,536,25.7956927320039,61.399108746887016
439.0,2139,2191,3,834,,68.12152282839453
463.0,403,9857,12,1222,,86.43591522507421
319.0,2273,3625,4,1222,,59.37717466945024
58.0,1517,2666,8,506,,81.09095659032374
250.0,2551,9826,25,1103,25.6748982035882,67.98619519431823
514.0,1743,15112,0,606,25.2957196516268,59.37717466945024
171.0,1287,6552,78,826,29.2583396894142,65.53372108736976
428.0,403,10478,0,958,,77.50664935278473
668.0,2551,958,0,669,,69.9054634663948
344.0,1872,2203,60,1222,,73.94794796394757
607.0,1432,6624,18,1222,26.1194297623229,80.42018749243768
400.0,1811,6887,25,670,22.6499996185303,62.57993943296157
549.0,1532,3641,3,622,,69.39546005844694
282.0,1730,2649,0,718,25.9361839190276,73.25350039191792
306.0,1778,3681,13,887,25.4646385237606,74.36352975375799
397.0,2364,42,0,704,23.3332720258736,60.29130904467916
290.0,1232,17169,22,210,,62.39205650341283
173.0,3631,9447,46,483,25.5159697439691,70.11806243305406
569.0,1472,1057,44,676,,70.93010376860225
362.0,1550,11844,59,996,,66.74296646555092
607.0,1432,6624,18,1222,26.1194297623229,80.42018749243768
58.0,1867,15003,0,793,,82.54012165976027
293.0,698,11820,0,879,26.0886223215059,71.94421322876532
573.0,2114,15774,14,700,25.2041724478042,71.36199825734548
228.0,1317,5034,10,1134,25.6831712608972,72.5940715228942
220.0,3271,9240,0,777,,80.5900534236826
681.0,1999,10837,38,1222,,59.37717466945024
173.0,1607,1748,6,676,,69.03292625888503
417.0,2554,634,5,636,26.3001879231295,63.69670283978249
64.0,3680,8145,5,100,,59.37717466945024
414.0,2746,7776,39,1104,,79.25695178320767
750.0,1838,8843,71,655,25.8592633005373,68.45632201661721
264.0,1900,9515,62,676,,62.90088794994625
436.0,637,8369,19,687,,69.2892176186581
573.0,4404,1052,1,843,22.6499996185303,68.57772250052082
476.0,2174,10229,2,910,,66.75610712954693
366.0,4671,16124,1,1222,,69.07428673982822
447.0,1416,5441,37,1023,26.1375363110521,68.11144765284413
58.0,776,2595,11,802,,68.30064489359067
406.0,403,5244,24,2,22.6499996185303,64.33809045102926
297.0,2069,3548,1,941,26.2015800728177,69.25904442691107
268.0,1290,10145,14,988,24.9542932097227,74.64288014942791
389.0,4622,2098,2,840,,78.79475131904566
268.0,1588,7392,0,1222,,66.45976079459075
326.0,513,8688,38,982,,67.68496801847678
189.0,820,16032,0,369,,63.95042179274847
329.0,2068,5872,0,989,25.2887477528571,59.37717466945024
372.0,793,6527,0,1222,24.1635576396102,59.37717466945024
513.0,1515,42,0,817,,59.37717466945024
371.0,2069,8260,45,869,,78.26166347696102
352.0,1635,19919,0,1222,,61.04452002759743
594.0,3620,13161,26,483,,71.43350426053337
58.0,3799,7915,13,978,25.799295958044,74.26943462275202
213.0,1950,42,12,1222,25.7469308773861,64.3472816672874
430.0,2509,8104,0,991,25.7173886382961,59.37717466945024
96.0,1951,6575,22,834,,68.07656548823488
454.0,1516,7125,26,1060,25.8042104965043,80.75696607304062
313.0,4603,3785,3,441,22.6499996185303,59.37717466945024
484.0,1542,20976,0,692,,73.15420192839585
324.0,1382,9792,20,733,,69.00386258868886
319.0,2646,42,32,701,,82.77957256073627
454.0,1516,7125,26,1060,25.8042104965043,80.75696607304062
345.0,1734,5623,7,619,,59.37717466945024
81.0,3637,9650,10,592,,67.34816207683726
587.0,3745,14633,6,765,22.6499996185303,59.37717466945024
448.0,1841,2252,0,738,,75.4359361117658
310.0,2384,2995,32,1222,26.1311590576026,64.62687263444442
249.0,2766,42,34,539,,72.88327610112668
297.0,2454,9480,0,790,,59.37717466945024
184.0,2379,5970,27,801,26.6522047295535,63.37009068095164
305.0,3928,13272,32,170,22.6499996185303,72.49907610854966
198.0,2368,255,29,683,,69.50909345181005
470.0,2874,12041,58,481,,59.37717466945024
418.0,2474,6592,0,899,23.4783011633057,59.37717466945024
486.0,1625,1086,0,676,,67.124624512594
313.0,1653,4876,5,596,,59.37717466945024
444.0,2014,13186,21,867,24.6776152135147,75.48471321048554
96.0,1951,6575,22,834,,68.07656548823488
351.0,1805,7762,18,712,25.0757172595094,77.61916229791132
316.0,1615,4592,66,950,25.9688871637041,70.54318187905832
273.0,1168,9515,62,1222,25.4557070622561,73.31932337468515
58.0,1583,5141,59,832,,74.83740343906285
290.0,1606,3659,38,128,25.5031501181131,82.92467945050808
270.0,2892,945,42,1015,,63.355730756001485
71.0,1476,2798,9,181,26.2863346736928,65.08862086378291
391.0,2457,7286,56,1222,26.156115419772,67.34569062058775
398.0,2093,442,37,1108,,64.73399325144115
313.0,4603,3785,3,441,22.6499996185303,59.37717466945024
265.0,2839,42,0,430,24.3345897001,65.46641831289989
502.0,1555,338,0,1222,,59.37717466945024
197.0,2146,13223,5,1076,25.0251292082562,70.43013870404015
386.0,403,5321,0,933,25.7631193564957,79.24586643621322
344.0,1346,8120,3,676,,69.398746363802
226.0,1156,9878,3,820,25.6793996506586,59.37717466945024
58.0,1770,11542,44,760,,66.06608715191938
390.0,1000,9902,14,869,,63.23971151034828
58.0,403,3004,40,330,23.4598719308323,68.31947361403613
573.0,4404,1052,1,843,22.6499996185303,68.57772250052082
362.0,1550,11844,59,996,,66.74296646555092
58.0,2046,156,0,450,25.9012834333956,73.61794782077226
210.0,1539,5559,0,1111,26.4282018241973,77.02540976072565
443.0,3193,12271,0,1222,25.4234505364721,80.64000303490062
115.0,1862,42,10,589,26.4943095476787,69.17182357353293
315.0,1796,7234,12,918,26.3616622934747,79.68273154067514
248.0,1634,42,0,826,22.6499996185303,83.4865362321838
219.0,1523,13167,22,573,,66.50461877113885
243.0,1043,2764,6,1095,25.9155886299572,59.37717466945024
58.0,1414,8947,0,202,25.532853232152,76.14374087200156
287.0,1456,3075,60,1219,,67.25252999221821
220.0,3271,9240,0,777,,80.5900534236826
372.0,403,8281,57,742,25.5782300173269,84.22585380322494
411.0,709,1072,0,1174,,69.27835271714763
450.0,403,17985,62,800,25.1654089087248,74.96352413722337
429.0,3135,8427,12,24,,80.97954310704745
67.0,566,3962,33,464,,75.65377310927035
510.0,1615,8956,5,1222,,74.85558484787676
322.0,2234,12125,19,610,22.6499996185303,70.43597291891913
188.0,876,13353,65,542,24.9295005654807,69.85272927775827
216.0,2236,5807,0,1026,23.457550830274,66.61332192863438
197.0,403,1153,21,293,33.1998050830231,87.3553333993379
609.0,1497,17525,44,1214,,67.65847007139793
248.0,2952,2494,23,815,,64.82621986307844
259.0,1261,2934,12,956,,62.944953523857734
417.0,3864,3772,12,931,,64.38576799473392
250.0,2180,15253,56,1064,,73.77037931265652
184.0,2379,5970,27,801,26.6522047295535,63.37009068095164
447.0,2057,3272,5,1222,,72.1838353993069
277.0,4236,42,7,116,,67.9160414436054
366.0,4671,16124,1,1222,,69.07428673982822
245.0,2198,42,17,804,25.4679601674272,69.03001973966867
235.0,884,8396,28,1222,25.1018161888065,69.9793403698823
324.0,2008,3646,61,1160,,83.79754308410118
425.0,1694,7215,1,509,,76.98177443218967
155.0,2260,12789,0,306,25.1315898534679,77.14310720591988
526.0,2308,6726,0,1014,25.1579695205361,64.91345391641528
130.0,825,9364,26,994,,84.86031783105561
58.0,1381,4673,19,978,,77.08303026217547
388.0,1555,13258,0,789,28.8615907277592,75.60355613600007
175.0,557,12845,6,795,,64.29184127373097
291.0,1523,11525,0,756,26.5605069038136,65.87544375891753
314.0,1615,2407,66,815,,60.31578472203623
58.0,3799,7915,13,978,25.799295958044,74.26943462275202
714.0,1217,9106,36,458,,59.37717466945024
259.0,1952,9300,21,377,25.2081122158991,61.60785868863806
202.0,4104,3923,26,893,25.227772485445,72.08543290573142
58.0,1979,4081,8,1000,,59.37717466945024
383.0,1732,6109,0,1076,,61.174415195773726
641.0,2769,2999,50,926,,87.54356838612122
245.0,989,42,31,258,,68.15127302066969
388.0,1897,7150,0,929,,59.37717466945024
150.0,3272,9507,14,445,,71.30715446097594
424.0,2423,957,32,662,22.9919348978778,65.91273057617803
558.0,1645,5055,36,1222,,59.37717466945024
58.0,2046,156,0,450,25.9012834333956,73.61794782077226
292.0,3039,16534,59,870,,74.22637834846155
463.0,2060,13699,18,828,,69.80764039415347
331.0,1762,8393,0,814,,71.04138794467197
58.0,2200,4262,63,344,22.6499996185303,62.456662184525975
483.0,2780,42,124,842,,59.37717466945024
58.0,1843,12254,0,1066,26.6556532879222,70.29029855072498
510.0,1615,8956,5,1222,,74.85558484787676
58.0,3799,7915,13,978,25.799295958044,74.26943462275202
417.0,3864,3772,12,931,,64.38576799473392
58.0,1021,7125,2,418,26.0799482872521,66.5426695218213
182.0,403,3978,62,157,,59.517578290795655
674.0,1771,8093,17,1222,25.3623894202633,59.37717466945024
450.0,1563,42,2,812,,72.259835413999
403.0,1896,3198,23,482,,79.77340848237323
311.0,2586,1051,37,1123,,66.33163721883525
681.0,1999,10837,38,1222,,59.37717466945024
366.0,3870,7483,21,462,25.8220517887264,80.2235610862018
452.0,2039,3606,0,998,25.7814248849681,72.01046955738877
516.0,1475,6316,1,915,,62.00671126014433
58.0,1770,11542,44,760,,66.06608715191938
330.0,2078,10940,0,819,,59.37717466945024
527.0,2093,819,41,1084,,59.98862348482173
340.0,3376,10421,0,46,25.4723159970362,59.37717466945024
294.0,2188,42,45,667,,73.35825709933316
215.0,1564,2008,0,828,22.6499996185303,72.95980439429448
477.0,403,1447,40,506,25.975407827365,74.14660356306763
277.0,4298,6767,0,1167,26.386648280599,82.72504069937843
557.0,1605,42,83,1062,26.1600798134518,66.36720821968784
366.0,1108,2384,49,1222,,60.377951579995326
464.0,2256,7070,22,661,26.0832718054244,64.20777406855588
335.0,1611,375,42,924,22.6499996185303,74.26847014621222
289.0,2724,1727,49,769,,68.54030769739481
486.0,1575,42,20,498,24.0744263615929,68.09117312473111
324.0,1550,42,79,705,25.6932293628777,63.84027056811755
355.0,1725,42,21,613,,66.40681329434103
171.0,1287,6552,78,826,29.2583396894142,65.53372108736976
432.0,403,145,15,1191,25.7251305722914,86.18114345904239
404.0,1968,10812,9,961,25.5364345510058,75.89889300655823
511.0,2551,18632,10,642,,63.73332189561575
276.0,1432,42,71,424,25.6437305741765,77.201621413536
453.0,3553,3889,0,407,,64.02170335187614
775.0,1636,9776,19,1194,,59.37717466945024
293.0,4884,11507,3,653,,83.22479345282007
101.0,3367,6063,8,1222,,67.47684103191892
435.0,3705,2328,47,1003,,59.37717466945024
228.0,1317,5034,10,1134,25.6831712608972,72.5940715228942
444.0,2014,13186,21,867,24.6776152135147,75.48471321048554
355.0,1732,11501,15,724,,59.37717466945024
365.0,2163,42,0,952,,74.86488970501239
146.0,1801,1956,0,600,25.4436349312308,59.37717466945024
58.0,1839,13927,6,692,,59.37717466945024
316.0,1763,15661,2,1007,,68.91940265074638
272.0,705,4955,40,1180,27.1827690051099,74.3593790060926
112.0,2276,972,23,573,,84.03197665499253
757.0,2626,12400,0,1222,23.3081075984376,66.69162768978046
418.0,1605,3681,0,893,,70.79959215024284
435.0,1693,6794,60,805,24.3121417564738,72.82824989950198
130.0,1484,5946,50,696,,81.23745652517961
157.0,4398,9379,6,534,,72.68228822644062
120.0,743,42,40,474,25.5380023584632,67.68033451244646
427.0,1929,13871,32,335,25.6293576547136,72.58501659830434
323.0,1704,3927,0,774,,62.650201129832205
443.0,3623,9284,21,972,27.0616633320168,62.08467123931609
333.0,1765,11515,20,868,,70.40335856330414
539.0,403,96,1,775,26.0942022084837,65.53514297102744
58.0,2085,10589,20,813,22.6499996185303,75.91026388504329
450.0,403,17985,62,800,25.1654089087248,74.96352413722337
463.0,2060,13699,18,828,,69.80764039415347
526.0,1923,5222,0,1185,,59.37717466945024
262.0,680,5691,0,851,,69.86976257538296
174.0,2042,2654,5,759,,66.45810545187706
573.0,4404,1052,1,843,22.6499996185303,68.57772250052082
337.0,3157,42,59,817,,79.28522474473088
487.0,1574,6249,20,761,,64.98625892611115
93.0,1920,42,0,818,26.7424628078695,80.12159183034127
500.0,2058,8116,0,855,26.0615101424598,60.482704042259606
89.0,3521,3628,44,813,,71.15315251740336
499.0,3380,471,31,996,25.7738161979355,66.40870510031425
129.0,1518,6135,41,852,,65.97693232879506
300.0,1181,6500,91,865,22.6499996185303,59.37717466945024
83.0,2905,4836,0,1222,,68.07016300567287
58.0,2096,8746,44,1197,,82.02871073694938
58.0,1535,7138,41,919,,64.67126613016836
344.0,1346,8120,3,676,,69.398746363802
429.0,3018,3153,12,1218,,64.96891669208833
394.0,1064,12024,8,753,,64.83540904571294
155.0,2636,4630,0,179,,61.75056924460754
289.0,1550,10797,105,1222,26.4037117664486,66.74028359470543
313.0,1545,10676,41,476,,59.37717466945024
243.0,1856,42,71,1068,,72.71646954155717
262.0,2067,9432,51,113,,76.76706474854997
478.0,1449,3722,0,816,26.3612538028283,69.59249502654643
509.0,811,3557,22,808,,73.2330227607256
345.0,3508,2727,17,693,,71.78175163289771
477.0,2367,5442,9,812,,64.88975662076416
216.0,2236,5807,0,1026,23.457550830274,66.61332192863438
308.0,1604,5004,54,732,,60.385215175242735
472.0,2644,14409,210,996,26.0831483621783,75.03031926779813
339.0,2273,42,4,716,,71.98158893092071
83.0,2905,4836,0,1222,,68.07016300567287
415.0,1452,12694,46,1080,36.4427657901797,66.95252254009681
380.0,961,13371,21,783,25.6964070296406,85.25629148814672
402.0,1240,9395,0,1008,,59.37717466945024
115.0,1582,18142,0,1222,25.5140076717552,62.35163975872307
691.0,403,42,16,1100,,62.954005182693365
262.0,680,5691,0,851,,69.86976257538296
354.0,1081,15931,0,1089,25.4798256917276,64.4134900980343
58.0,1768,653,56,780,25.9061189584136,62.83521105757909
399.0,1337,5062,14,395,,61.64009467381736
434.0,1631,8889,63,974,,72.0149294063529
58.0,782,42,27,892,26.8526775782784,63.36296791414153
58.0,782,2397,95,598,,81.52538263266875
216.0,2236,5807,0,1026,23.457550830274,66.61332192863438
327.0,4030,7485,0,983,,59.37717466945024
468.0,2027,15473,0,416,,78.12330831759807
375.0,1861,1871,68,466,,77.30309889422686
389.0,2469,1845,3,1201,,63.448492464859875
360.0,2281,5669,66,708,,94.24939541523283
226.0,1929,8309,31,863,25.5060612467399,68.81735090423093
163.0,403,22770,33,923,25.701447778038,74.4389583437244
300.0,1324,6294,9,421,25.6882452909608,67.61199020491762
336.0,2613,2114,49,822,32.4431044892407,68.93047471467148
310.0,1840,13141,7,972,25.771521715926,72.38374723462867
775.0,1007,42,38,1051,25.3677879669157,73.99213735717389
413.0,1259,605,14,1222,,61.492650858818465
407.0,1398,6990,66,1113,24.4476204500498,72.10713346879152
516.0,1475,6316,1,915,,62.00671126014433
306.0,403,2340,14,661,,62.25499789595356
135.0,1602,15581,23,492,,67.68529108877219
475.0,2583,6441,10,739,26.3589004237628,59.37717466945024
163.0,2001,10044,5,715,25.8225702178105,76.97713015931545
389.0,1165,648,15,848,25.3645761640673,74.97350436718528
300.0,1324,6294,9,421,25.6882452909608,67.61199020491762
58.0,1840,7628,0,1123,,66.96932299954413
58.0,579,17077,8,1001,26.2167468152009,76.09897821614071
210.0,3675,1303,10,1053,25.3462800359693,77.1490379736876
249.0,1290,3204,0,876,25.5076646255928,72.80761494234928
222.0,2650,6198,0,370,25.4912273884061,71.89397334060031
528.0,1370,42,0,1138,25.8420746982368,74.66310153398909
328.0,2255,8099,26,520,37.9575407183255,59.37717466945024
430.0,2509,8104,0,991,25.7173886382961,59.37717466945024
99.0,932,42,3,1101,26.1734617031536,68.09590162732795
261.0,403,8459,12,1216,,64.35287311549423
432.0,1573,9913,13,1222,25.6392168397429,72.84848496458144
215.0,1257,3117,5,1006,,66.70260577953833
262.0,1346,9380,0,721,,69.88167707121043
319.0,2081,42,4,857,25.8734643546075,59.37717466945024
219.0,4510,9985,64,796,,76.65644328835687
577.0,1069,4593,2,1222,26.0018227494012,78.31864375646333
415.0,1452,12694,46,1080,36.4427657901797,66.95252254009681
407.0,486,1549,0,889,,66.83790401175173
385.0,4879,42,0,1187,,61.777557972381615
354.0,3054,248,0,610,22.6499996185303,84.15109924187145
341.0,1745,3223,36,1112,23.8887496556837,59.37717466945024
277.0,1675,16115,17,990,,65.52740694016074
288.0,1423,2226,12,1222,,59.37717466945024
58.0,2618,14848,0,790,,66.7904810523069
307.0,2903,15849,36,2,22.6499996185303,62.383845239547725
495.0,2046,42,9,1180,26.6901869225232,68.78032081505535
328.0,1159,1415,65,719,25.8381045372267,61.96966880548445
614.0,1693,7226,17,1142,,83.46477342153243
393.0,2382,8765,14,492,23.0024181082179,72.06619820101054
469.0,1660,6395,86,827,,59.37717466945024
486.0,1625,1086,0,676,,67.124624512594
303.0,403,9858,22,973,22.6499996185303,69.94704116684099
603.0,2199,4645,56,1222,25.1965393912401,69.5498636496608
363.0,2378,4544,1,865,22.6499996185303,67.61210643921896
585.0,1527,512,22,241,,59.37717466945024
466.0,403,7286,23,737,,71.42208361987038
105.0,426,1081,4,645,,62.68289976439032
58.0,403,8287,0,1014,,74.46213998197507
421.0,2680,5496,0,753,26.3349203766228,59.37717466945024
409.0,3518,16151,16,207,,75.9854862148877
259.0,2722,13432,9,496,26.0264173921412,59.63704351171217
384.0,2548,11162,5,956,,70.75310311820793
318.0,3299,9979,0,440,,71.43086230322545
58.0,2156,10139,1,1222,26.4527465444381,71.09963432983378
409.0,3518,16151,16,207,,75.9854862148877
374.0,403,15051,41,669,26.6515141146365,59.37717466945024
334.0,1794,4961,5,1008,25.0928757893348,65.89039656541382
323.0,2868,7937,46,1222,25.1216986887446,71.51103329747615
306.0,403,2340,14,661,,62.25499789595356
247.0,403,10253,51,938,,69.97108312975651
498.0,2532,3980,27,815,25.3033547425226,65.91653898352779
58.0,1423,3286,2,1222,26.4826616765242,81.15088620540959
753.0,403,6037,19,924,,76.74495808333299
457.0,621,1814,11,546,,59.37717466945024
420.0,3188,9911,49,160,26.322075979121,70.7643979645817
249.0,1290,3204,0,876,25.5076646255928,72.80761494234928
58.0,1769,3109,64,1099,25.5787621171198,85.49953057725595
292.0,1984,8346,17,547,,64.26871515986409
398.0,1092,9056,46,951,22.6499996185303,59.37717466945024
314.0,3190,7648,10,707,,86.34321971632454
399.0,4131,4257,22,941,,75.37798701479002
489.0,403,5683,86,632,26.6813593063996,78.58744357857209
556.0,2103,15983,0,673,25.9780211094913,61.90645920700233
120.0,743,42,40,474,25.5380023584632,67.68033451244646
303.0,403,13933,95,853,25.8073981314923,76.23006757331117
189.0,820,16032,0,369,,63.95042179274847
324.0,984,2724,56,672,,68.51621209528727
474.0,1970,680,30,790,25.101756298082,71.46527248995355
614.0,2544,5688,6,427,,70.77371913310454
307.0,1160,112,0,681,22.6499996185303,74.08361477362152
292.0,3039,16534,59,870,,74.22637834846155
58.0,1867,15003,0,793,,82.54012165976027
135.0,1296,1143,40,1165,,67.81363855477795
413.0,2371,14618,0,1222,25.13135004645,59.37717466945024
439.0,1158,6254,33,478,,74.43751399669672
58.0,1470,8116,0,1222,,59.37717466945024
278.0,1745,8571,15,440,25.7873986167962,79.17395768575196
178.0,2065,6290,36,892,25.3020712419823,71.48615147201595
318.0,1930,3923,40,1180,,60.479243323224885
528.0,2305,14578,38,1222,26.5950457091538,59.714512370774116
322.0,2234,12125,19,610,22.6499996185303,70.43597291891913
225.0,2008,3108,0,943,,71.46833271666135
360.0,2149,2155,41,1222,25.6335496392495,68.13291449074393
325.0,1012,4193,43,1222,25.95451153858,71.49024627610086
500.0,1702,6160,81,882,25.9525299367821,77.42228659511112
365.0,1681,3880,21,526,,70.21444007677985
309.0,1903,14076,5,987,25.6009621683886,78.915974516708
58.0,2513,9446,123,1222,26.0288786486615,74.1790074491704
291.0,2142,42,14,1222,26.2424561547247,67.88860989972903
221.0,716,3993,28,672,,68.42783307038266
369.0,705,2622,24,753,25.2487615804411,89.47253619856554
441.0,780,4641,36,469,,71.42862343378911
383.0,3598,2394,0,36,23.4874138218336,75.51849821774701
90.0,2011,3805,0,534,22.6499996185303,72.52789501104719
410.0,1927,42,49,966,26.7525158838549,71.61020988613346
368.0,2260,6449,49,1055,,59.37717466945024
309.0,1515,14502,43,8,,76.3724033688676
58.0,2006,6074,48,412,,70.83906728578273
112.0,1711,5143,48,1217,25.8311008621962,65.29009542263438
682.0,1826,42,0,679,,69.36341228010384
170.0,1218,2430,19,558,,72.69195878833676
266.0,1828,3234,39,429,,59.37717466945024
58.0,1768,653,56,780,25.9061189584136,62.83521105757909
511.0,2336,1780,51,419,,66.62317381837359
58.0,2431,5595,51,1222,,77.49087453129974
203.0,2364,4674,19,571,22.6760832991516,80.02529798353558
407.0,1838,42,3,856,,65.88984671772764
196.0,1913,8709,7,892,,78.42709159276887
589.0,2235,9199,0,1003,22.7033176499669,61.89053339184695
492.0,3260,6079,0,634,25.9807235970615,73.32661276490224
268.0,1517,8456,13,1202,,77.89183999904714
154.0,1922,5342,34,244,,65.77357199810426
414.0,1647,5810,0,787,26.0348798050426,70.98136677534829
260.0,2724,4896,4,965,25.5517756902862,65.5443854097544
458.0,1897,10728,0,157,,79.98897298464826
58.0,1983,9419,2,982,26.8812745448124,59.37717466945024
331.0,3683,14888,0,985,24.6244344381429,59.37717466945024
452.0,2317,11832,0,1135,,72.49560599246678
58.0,2513,9446,123,1222,26.0288786486615,74.1790074491704
360.0,1119,42,49,2,25.8764986823605,71.86673045635956
171.0,1287,6552,78,826,29.2583396894142,65.53372108736976
192.0,1819,9508,17,412,,59.37717466945024
494.0,2914,15399,2,855,25.8644926671147,69.74886573051597
314.0,2147,7771,0,526,25.4803369599641,73.75674404530676
188.0,2566,7401,0,1135,,59.819186030122225
401.0,403,6489,6,634,,64.71723771783937
130.0,1288,1184,7,510,22.6499996185303,71.9580316045907
58.0,1001,10305,1,649,,74.32318457249191
587.0,1503,9998,0,729,23.6404789963004,65.98961294582612
433.0,1867,1254,28,1147,26.7399370528674,68.7611196814547
467.0,1631,42,70,1037,24.3227038912568,77.18050500737407
67.0,566,3962,33,464,,75.65377310927035
289.0,1361,756,55,1011,,65.6005919710184
229.0,1598,12982,1,635,22.6499996185303,66.4798255942905
503.0,1710,4429,25,1166,,71.36641450814012
385.0,2506,12610,0,437,,59.37717466945024
246.0,2542,390,61,747,,74.71231246299091
157.0,2548,42,0,688,,59.37717466945024
282.0,1730,2649,0,718,25.9361839190276,73.25350039191792
246.0,2542,390,61,747,,74.71231246299091
144.0,1561,6551,0,712,,79.26080141857271
299.0,2093,8512,0,1066,22.6499996185303,62.286991371513416
527.0,645,2365,63,884,25.8803818146616,66.1184252526082
684.0,1204,813,51,1073,,70.03968513608102
58.0,403,16414,31,369,23.5975591385925,80.64224677144442
313.0,1545,10676,41,476,,59.37717466945024
68.0,3339,8021,14,351,25.2330029963011,61.121440316681635
408.0,2704,8145,56,1080,,74.28327930726643
326.0,513,8688,38,982,,67.68496801847678
58.0,1603,6432,13,2,,84.7318567119191
308.0,1604,5004,54,732,,60.385215175242735
341.0,1745,3223,36,1112,23.8887496556837,59.37717466945024
246.0,1703,42,18,788,25.631572431608,70.25087432594054
106.0,1512,42,8,596,,84.77084566288573
288.0,1423,2226,12,1222,,59.37717466945024
273.0,1168,9515,62,1222,25.4557070622561,73.31932337468515
529.0,1355,7204,17,949,,71.62421064680836
264.0,842,42,33,731,25.7906116402436,72.75623196798125
359.0,1195,12711,7,174,25.8048794254456,72.09336835938993
58.0,1839,13927,6,692,,59.37717466945024
414.0,589,13134,7,1053,,60.23128054198082
58.0,1542,9385,22,484,,67.79561710279336
194.0,2245,10549,48,940,,82.67512653911886
58.0,579,17077,8,1001,26.2167468152009,76.09897821614071
245.0,989,42,31,258,,68.15127302066969
310.0,2384,2995,32,1222,26.1311590576026,64.62687263444442
422.0,1802,5514,46,904,,75.50607323510788
775.0,1385,17094,52,721,26.5475560432213,77.07076962382746
63.0,403,7916,63,755,22.9125101533584,76.83904032308135
365.0,2163,42,0,952,,74.86488970501239
371.0,1939,7811,0,776,22.6499996185303,71.62157504234149
293.0,1546,11767,40,646,26.0522570051798,73.36809946280525
523.0,1302,8286,19,986,,68.60021784405077
58.0,1429,11379,43,577,,73.36040663952396
424.0,2214,6522,0,433,26.391961476866,66.83326314803494
438.0,1811,6365,49,656,,59.37717466945024
58.0,2453,7150,15,495,,72.72225903166482
311.0,3285,6276,18,445,25.3518394575705,59.37717466945024
289.0,1361,756,55,1011,,65.6005919710184
120.0,743,42,40,474,25.5380023584632,67.68033451244646
156.0,1400,3415,32,613,25.6093955717203,73.99047357635527
360.0,1119,42,49,2,25.8764986823605,71.86673045635956
424.0,2423,957,32,662,22.9919348978778,65.91273057617803
212.0,1706,7657,0,1024,25.6615024956886,86.81314078418974
418.0,1445,8795,6,1222,22.6499996185303,84.36460319829297
459.0,2143,5740,0,534,24.4895903797543,84.7354183822398
400.0,1811,6887,25,670,22.6499996185303,62.57993943296157
290.0,1232,17169,22,210,,62.39205650341283
480.0,2786,15160,7,520,,69.29263601290076
151.0,870,42,35,1222,,70.70349844860111
291.0,1523,11525,0,756,26.5605069038136,65.87544375891753
310.0,1948,5639,56,1222,25.7644128252612,72.06646023555327
455.0,1486,9249,12,4,,67.14902364436468
469.0,2700,12501,4,1035,,63.73898594257075
58.0,1317,5959,35,576,,62.39018201081976
323.0,1916,42,0,734,,84.73641548155398
266.0,732,8941,52,308,25.4431187805982,59.77588408188875
278.0,2365,14235,14,1222,,67.70589493736493
729.0,1456,4084,0,585,,68.09898575302506
391.0,2267,11665,43,768,,83.98514403147891
393.0,1550,42,36,797,26.6099478957293,59.37717466945024
58.0,2351,5172,13,1059,,68.84636378658807
234.0,3064,42,6,652,,67.9569461933071
58.0,1968,8520,71,1222,25.5214126390519,65.42051485162092
58.0,1550,2574,22,1108,25.5977055288702,77.19343132271361
221.0,1821,1104,25,989,26.172222234339,68.55925085865486
155.0,2692,7465,12,904,28.9460160032254,70.47900762008459
443.0,3193,12271,0,1222,25.4234505364721,80.64000303490062
109.0,3923,6338,0,879,26.1890569202884,59.37717466945024
475.0,2583,6441,10,739,26.3589004237628,59.37717466945024
336.0,403,9817,15,769,,72.2151195876046
225.0,990,5138,0,520,,59.37717466945024
516.0,1475,6316,1,915,,62.00671126014433
432.0,1573,9913,13,1222,25.6392168397429,72.84848496458144
576.0,2450,7994,2,873,24.1498592496662,65.64476176814159
322.0,1425,42,34,550,26.4778781897104,67.91625249038124
58.0,1603,6432,13,2,,84.7318567119191
58.0,961,9883,0,1047,,67.08870262859432
393.0,1550,42,36,797,26.6099478957293,59.37717466945024
270.0,2402,3963,21,931,,80.09957941600274
58.0,1828,279,38,783,26.2532649416222,59.37717466945024
443.0,3623,9284,21,972,27.0616633320168,62.08467123931609
601.0,2370,5905,0,551,25.432528456765,61.695606498404274
502.0,1242,14282,29,1222,26.756114200785,71.9024934358775
621.0,1102,42,20,692,23.606792362821,74.45670986855956
675.0,884,7705,74,1074,,60.23003291387576
279.0,2034,7413,68,987,,59.37717466945024
221.0,716,3993,28,672,,68.42783307038266
428.0,1082,9361,0,1222,25.9033047453478,68.92025162506665
215.0,1257,3117,5,1006,,66.70260577953833
398.0,3328,2130,5,506,22.6499996185303,61.50640120508159
415.0,1426,5794,0,569,,59.37717466945024
470.0,2874,12041,58,481,,59.37717466945024
254.0,1356,15500,14,1045,,71.50510542366422
151.0,1375,3674,0,498,,72.77286484735893
414.0,2746,7776,39,1104,,79.25695178320767
429.0,1642,13160,58,870,25.6153986810598,82.5002697837935
734.0,1311,10775,8,774,,60.950881826948844
305.0,1472,10946,11,1080,,72.62013396259351
332.0,2651,13045,69,887,24.2047119050266,70.78159279755702
333.0,2835,1643,17,812,22.6499996185303,70.83651376442562
